customer_id,income,marital_status,travel_amt,travel_trans,fuel_amt,fuel_trans,entertainment_amt,entertainment_trans,food_amt,food_trans,bill_amt,bill_trans,total_amt,total_trans,age,customer_since_months,occupation_business,occupation_doctor,occupation_engineer,occupation_lawyer,occupation_teacher,city_grp_t0,city_grp_t1,city_grp_t2,city_grp_t3,city_grp_unknown,card_type
c1752,6.246941266535466,1,0,0,0,0,439184,3,355465,2,43283,1,837932,6,31,153.0,0,1,0,0,0,1,0,0,0,0,silver
c1753,6.146632454861441,1,254690,1,207842,1,0,0,627877,3,141603,1,1232012,6,36,177.0,0,0,1,0,0,0,0,0,0,1,silver
c1754,6.0631914487212795,0,0,0,0,0,70681,2,306117,2,252849,3,629647,7,48,238.0,0,0,0,1,0,0,0,0,0,1,silver
c1755,6.129624485360438,1,0,0,0,0,499543,2,333481,3,0,0,833024,5,30,236.0,0,1,0,0,0,0,0,0,1,0,silver
c1756,6.256427879136461,0,126499,1,249341,1,0,0,877172,4,954624,4,2207636,10,36,205.0,0,0,0,1,0,0,0,1,0,0,silver
c1757,6.205069505947292,0,0,0,252277,1,412472,3,159123,2,67576,1,891448,7,46,216.0,0,0,1,0,0,0,0,1,0,0,silver
c1758,6.255862021485262,1,0,0,297906,2,0,0,558987,3,76642,1,933535,6,38,192.0,0,0,0,0,1,0,0,0,0,1,silver
c1759,5.9598128917864175,0,0,0,0,0,149133,1,0,0,87467,1,236600,2,35,266.0,0,1,0,0,0,0,0,0,1,0,silver
c1760,6.101002225252124,0,0,0,156063,1,0,0,459714,4,0,0,615777,5,33,225.0,1,0,0,0,0,0,0,0,0,1,silver
c1761,6.248944802214993,1,0,0,226061,4,377707,3,264809,3,0,0,868577,10,40,215.0,0,0,1,0,0,1,0,0,0,0,silver
c1762,6.100587982595564,0,0,0,0,0,183903,2,681161,4,128653,1,993717,7,35,129.0,0,0,0,0,1,0,0,1,0,0,silver
c1763,5.898748760069025,0,0,0,479241,2,37144,1,103267,2,565837,2,1185489,7,32,214.0,0,0,0,0,1,1,0,0,0,0,silver
c1764,6.214982852996568,1,0,0,0,0,0,0,972142,4,120422,1,1092564,5,37,245.0,0,0,0,1,0,0,0,0,1,0,silver
c1765,6.295740783020944,1,0,0,20239,1,0,0,543069,4,0,0,563308,5,39,218.0,0,1,0,0,0,1,0,0,0,0,silver
c1766,6.0076385507226995,0,0,0,0,0,135822,1,398532,2,212049,2,746403,5,49,252.0,0,0,0,0,1,0,0,0,0,1,silver
c1767,6.067236057482877,1,0,0,524469,3,0,0,530389,3,241111,1,1295969,7,32,243.0,0,1,0,0,0,0,0,0,0,1,silver
c1768,6.26386013986099,0,0,0,200981,1,20174,1,263894,1,155208,1,640257,4,33,146.0,0,0,0,0,1,0,0,0,0,1,silver
c1769,6.11203495117343,0,0,0,77291,1,19811,1,81385,1,199305,1,377792,4,45,150.0,0,0,1,0,0,0,0,0,1,0,silver
c1770,6.029323296952758,0,61009,1,178478,2,40301,1,445858,2,255449,1,981095,7,35,158.0,0,0,1,0,0,0,1,0,0,0,silver
c1771,5.996168741857596,1,0,0,352693,3,4685,1,165419,2,0,0,522797,6,47,182.0,0,1,0,0,0,0,0,1,0,0,silver
c1772,6.2090885532349445,0,0,0,313243,2,47547,1,294124,1,95295,1,750209,5,33,183.0,0,1,0,0,0,1,0,0,0,0,silver
c1773,5.895763880048852,1,0,0,63610,1,179924,1,440123,2,299386,2,983043,6,35,177.0,1,0,0,0,0,0,0,0,1,0,silver
c1774,6.186676410530906,0,0,0,244917,1,125879,1,139475,1,325025,3,835296,6,31,145.0,1,0,0,0,0,0,0,1,0,0,silver
c1775,5.858462603191883,0,0,0,247263,1,40404,1,183062,4,121495,1,592224,7,34,141.0,1,0,0,0,0,0,0,1,0,0,silver
c1776,6.032702147054391,0,0,0,0,0,240666,1,332197,2,268267,2,841130,5,40,204.0,0,1,0,0,0,1,0,0,0,0,silver
c1777,6.014742249550744,1,0,0,330263,2,295012,2,155429,1,0,0,780704,5,43,145.0,1,0,0,0,0,0,0,1,0,0,silver
c1778,6.067945634181569,1,0,0,260265,1,415486,2,664819,4,179032,1,1519602,8,49,174.0,0,0,0,0,1,1,0,0,0,0,silver
c1779,6.188974581181637,1,0,0,0,0,117151,1,51496,1,260729,2,429376,4,38,158.0,0,0,1,0,0,0,1,0,0,0,silver
c1780,6.212053032198683,0,0,0,0,0,0,0,104600,1,447241,1,551841,2,47,254.0,0,0,0,0,1,1,0,0,0,0,silver
c1781,5.976963611084937,1,0,0,276790,2,0,0,258270,2,238525,2,773585,6,35,227.0,0,1,0,0,0,0,0,0,1,0,silver
c1782,6.1973872573758015,0,0,0,0,0,368094,2,248142,2,0,0,616236,4,43,200.0,0,0,0,0,1,0,0,0,0,1,silver
c1783,5.879595289067517,0,0,0,0,0,161912,1,0,0,0,0,161912,1,40,173.0,0,0,1,0,0,1,0,0,0,0,silver
c1784,6.236811002404744,1,0,0,84712,1,205712,1,140100,2,266209,1,696733,5,45,213.0,0,0,0,1,0,0,0,1,0,0,silver
c1785,6.288230663670687,1,0,0,0,0,164033,1,310286,3,83791,1,558110,5,39,267.0,0,0,1,0,0,0,0,0,1,0,silver
c1786,6.127094751137441,1,0,0,0,0,230092,1,14465,1,0,0,244557,2,40,153.0,0,0,1,0,0,0,0,0,0,1,silver
c1787,6.195139109828399,0,0,0,0,0,0,0,28631,1,143524,1,172155,2,44,145.0,0,0,0,0,1,0,1,0,0,0,silver
c1788,6.3021369033675505,0,0,0,239093,1,167567,1,621233,5,0,0,1027893,7,32,227.0,0,0,0,1,0,0,1,0,0,0,silver
c1789,6.190300315757769,0,0,0,486708,3,0,0,0,0,74618,1,561326,4,32,191.0,0,0,0,1,0,1,0,0,0,0,silver
c1790,5.93035955894902,0,0,0,0,0,35948,1,592377,5,282426,2,910751,8,37,242.0,0,0,1,0,0,1,0,0,0,0,silver
c1791,5.978511933872025,0,0,0,148086,1,0,0,38219,2,125813,1,312118,4,42,265.0,0,0,0,1,0,0,0,1,0,0,silver
c1792,6.278916773590248,1,0,0,356130,2,0,0,0,0,198731,2,554861,4,42,158.0,0,0,1,0,0,1,0,0,0,0,silver
c1793,6.216069792447666,0,0,0,184458,2,267409,1,0,0,0,0,451867,3,49,268.0,0,0,1,0,0,0,0,0,1,0,silver
c1794,5.970984829630377,0,0,0,0,0,374348,2,38079,1,49282,1,461709,4,32,228.0,0,0,0,1,0,0,0,0,0,1,silver
c1795,6.136371088975851,0,0,0,0,0,0,0,209510,1,282521,1,492031,2,32,146.0,0,0,1,0,0,0,1,0,0,0,silver
c1796,5.801188224549213,0,0,0,0,0,163399,2,58509,1,0,0,221908,3,34,241.0,0,0,0,0,1,0,0,0,0,1,silver
c1797,6.235708692208106,0,39036,1,0,0,0,0,5964,1,242845,2,287845,4,33,208.0,1,0,0,0,0,0,0,1,0,0,silver
c1798,6.170637452291267,1,0,0,215728,2,287491,2,0,0,407619,2,910838,6,37,219.0,0,0,0,0,1,0,0,0,1,0,silver
c1799,6.294100338805422,0,0,0,0,0,161329,1,139295,2,287087,1,587711,4,39,189.0,0,1,0,0,0,0,1,0,0,0,silver
c1800,6.080796347969403,1,0,0,283879,1,0,0,504283,3,0,0,788162,4,45,165.0,0,0,0,1,0,0,0,0,0,1,silver
c1801,6.1231140204512675,1,0,0,293218,1,760488,5,273159,2,0,0,1326865,8,44,229.0,0,0,1,0,0,0,0,0,1,0,silver
c1802,6.157022256360208,1,0,0,137050,1,42684,1,554227,3,240211,1,974172,6,41,196.0,0,0,1,0,0,0,1,0,0,0,silver
c1803,6.1540921147606795,0,0,0,0,0,268971,1,403039,3,0,0,672010,4,37,223.0,0,1,0,0,0,0,1,0,0,0,silver
c1804,6.217746284114018,1,106610,1,0,0,246356,1,70044,1,307130,2,730140,5,45,132.0,0,1,0,0,0,1,0,0,0,0,silver
c1805,5.984547564945895,0,295713,1,135608,1,371913,2,483568,2,137220,2,1424022,8,38,141.0,0,0,0,1,0,0,0,0,0,1,silver
c1806,5.904780441224096,1,0,0,29967,1,31157,1,660349,4,0,0,721473,6,34,181.0,0,0,1,0,0,0,0,0,1,0,silver
c1807,5.994479927590432,0,0,0,114887,1,90433,1,108455,2,0,0,313775,4,43,151.0,0,0,0,0,1,0,0,0,1,0,silver
c1808,6.198984059049031,0,0,0,153320,2,0,0,77555,1,282352,1,513227,4,48,266.0,0,0,0,1,0,0,1,0,0,0,silver
c1809,5.809028810339686,0,0,0,134551,1,252716,2,558828,4,0,0,946095,7,45,254.0,0,1,0,0,0,0,1,0,0,0,silver
c1810,6.148694870902877,0,0,0,0,0,121801,1,519887,2,0,0,641688,3,39,187.0,0,0,0,0,1,0,0,1,0,0,silver
c1811,6.049016727066296,1,0,0,0,0,13269,1,513944,2,99594,2,626807,5,37,139.0,0,0,0,1,0,0,0,1,0,0,silver
c1812,5.980734008504718,1,0,0,0,0,330815,2,654812,5,512428,2,1498055,9,39,146.0,0,0,0,0,1,0,0,1,0,0,silver
c1813,6.269961483477156,0,0,0,0,0,0,0,330337,2,0,0,330337,2,45,156.0,0,0,0,1,0,0,0,1,0,0,silver
c1814,6.267749542396951,0,0,0,0,0,0,0,567366,3,70587,1,637953,4,49,130.0,0,1,0,0,0,0,0,1,0,0,silver
c1815,6.235808627948918,0,0,0,0,0,0,0,230864,2,0,0,230864,2,31,199.0,0,0,0,1,0,0,1,0,0,0,silver
c1816,5.954018065970785,0,0,0,376867,2,110546,1,0,0,0,0,487413,3,42,207.0,0,0,0,0,1,0,0,0,1,0,silver
c1817,6.020339318726344,0,0,0,153183,1,253944,1,185131,1,99162,1,691420,4,47,256.0,0,0,0,1,0,0,0,1,0,0,silver
c1818,6.041955718420266,0,0,0,403745,3,0,0,327386,4,215084,1,946215,8,45,128.0,0,0,1,0,0,0,1,0,0,0,silver
c1819,6.222284562534693,1,35928,1,0,0,144551,2,271721,1,392096,3,844296,7,46,174.0,0,0,1,0,0,0,1,0,0,0,silver
c1820,6.120887694303395,1,0,0,289423,1,0,0,260085,1,0,0,549508,2,41,129.0,1,0,0,0,0,1,0,0,0,0,silver
c1821,6.1695271956144575,0,0,0,64336,1,108170,1,326694,2,0,0,499200,4,37,153.0,0,0,0,1,0,0,0,0,1,0,silver
c1822,6.046516624897461,1,0,0,0,0,0,0,224291,2,10088,1,234379,3,41,180.0,0,1,0,0,0,0,1,0,0,0,silver
c1824,6.229899830557723,1,0,0,176128,1,547250,2,448287,2,155677,1,1327342,6,37,247.0,1,0,0,0,0,0,0,0,1,0,silver
c1825,6.036691161063051,0,263420,1,200435,1,0,0,0,0,280780,2,744635,4,47,191.0,0,0,1,0,0,0,0,0,1,0,silver
c1826,6.2812115960502934,1,0,0,198890,2,223491,1,182686,1,0,0,605067,4,36,213.0,0,1,0,0,0,1,0,0,0,0,silver
c1827,6.071341010663373,0,0,0,153058,1,0,0,260176,1,0,0,413234,2,46,156.0,0,0,1,0,0,0,0,0,1,0,silver
c1828,6.146847747415696,1,0,0,323725,2,89094,1,318165,2,402710,2,1133694,7,33,204.0,1,0,0,0,0,1,0,0,0,0,silver
c1829,6.272846288141818,1,0,0,209424,2,0,0,224855,2,363254,2,797533,6,34,215.0,0,1,0,0,0,0,0,1,0,0,silver
c1830,6.173743207157078,0,173854,1,171508,2,233088,2,174575,2,480252,2,1233277,9,46,172.0,1,0,0,0,0,0,1,0,0,0,silver
c1831,5.807053790548344,1,0,0,425847,2,270268,2,236756,1,955468,1,1888339,6,48,186.0,0,1,0,0,0,1,0,0,0,0,silver
c1832,6.057421887221312,1,0,0,471499,2,273755,1,759943,4,239099,1,1744296,8,47,155.0,0,0,0,0,1,1,0,0,0,0,silver
c1833,6.129752712154177,1,0,0,263803,1,286224,2,428128,3,767827,5,1745982,11,44,149.0,0,1,0,0,0,0,0,1,0,0,silver
c1834,6.015816865418856,0,0,0,0,0,0,0,163853,1,698724,2,862577,3,44,139.0,1,0,0,0,0,1,0,0,0,0,silver
c1835,6.103945612900063,0,0,0,0,0,0,0,461053,3,0,0,461053,3,35,165.0,1,0,0,0,0,1,0,0,0,0,silver
c1836,6.168032297777089,1,0,0,299905,1,194556,1,0,0,110651,1,605112,3,37,227.0,0,1,0,0,0,0,1,0,0,0,silver
c1837,5.964848192991043,1,0,0,628891,4,0,0,739120,5,478671,1,1846682,10,36,163.0,0,0,0,0,1,0,0,0,1,0,silver
c1838,6.231941858186892,0,0,0,0,0,140215,1,228215,2,155265,1,523695,4,33,203.0,1,0,0,0,0,0,0,0,0,1,silver
c1839,6.154668594302429,1,0,0,226868,1,249348,1,327004,3,61340,1,864560,6,49,154.0,0,0,0,1,0,0,0,0,0,1,silver
c1840,6.172879822401001,1,0,0,273570,1,0,0,956808,5,508690,2,1739068,8,47,160.0,0,0,1,0,0,1,0,0,0,0,silver
c1841,5.960728994187967,1,0,0,0,0,0,0,445967,3,369134,2,815101,5,49,235.0,0,0,0,1,0,0,0,1,0,0,silver
c1842,6.2438094147597,1,0,0,0,0,283974,1,397474,2,62307,1,743755,4,35,246.0,0,0,1,0,0,0,1,0,0,0,silver
c1843,6.045076808825501,0,0,0,0,0,99928,1,502687,3,49377,1,651992,5,43,149.0,0,0,1,0,0,0,0,0,1,0,silver
c1844,6.072986947299345,0,0,0,234629,1,399561,2,91553,1,304751,2,1030494,6,37,172.0,0,0,1,0,0,1,0,0,0,0,silver
c1845,6.165591800779465,0,0,0,110778,1,0,0,259090,1,0,0,369868,2,49,177.0,1,0,0,0,0,0,0,0,0,1,silver
c1846,6.211946677336017,1,0,0,27488,1,298399,2,354517,4,0,0,680404,7,47,233.0,1,0,0,0,0,0,0,0,0,1,silver
c1847,6.139309724634003,1,118753,1,293184,1,0,0,0,0,290818,1,702755,3,43,132.0,0,0,0,1,0,0,1,0,0,0,silver
c1848,6.138527841227394,0,0,0,331999,2,0,0,280297,2,512574,3,1124870,7,34,137.0,0,1,0,0,0,0,1,0,0,0,silver
c1849,6.13794405977191,0,0,0,221358,1,60455,1,508024,2,0,0,789837,4,49,214.0,0,0,0,1,0,0,1,0,0,0,silver
c1850,6.280186463612395,1,0,0,188495,2,0,0,745811,4,0,0,934306,6,40,139.0,1,0,0,0,0,1,0,0,0,0,silver
c1851,6.166980699950099,1,0,0,0,0,0,0,132554,1,136134,1,268688,2,45,207.0,0,0,1,0,0,0,0,1,0,0,silver
c1852,6.225858781781182,0,0,0,0,0,0,0,306719,2,0,0,306719,2,38,245.0,1,0,0,0,0,0,0,0,0,1,silver
c1853,5.860505102918587,0,0,0,291512,2,39663,1,184570,1,89050,2,604795,6,39,140.0,1,0,0,0,0,0,0,0,1,0,silver
c1854,6.06706527381821,1,0,0,0,0,0,0,132026,1,101161,1,233187,2,44,188.0,0,0,0,1,0,0,1,0,0,0,silver
c1855,6.050491506001551,0,0,0,46837,1,480478,2,258345,2,0,0,785660,5,43,206.0,0,0,0,1,0,0,0,0,0,1,silver
c1856,6.252695054928473,1,282385,1,0,0,339595,2,411871,4,139590,1,1173441,8,48,154.0,0,0,0,1,0,0,0,0,1,0,silver
c1857,6.286027802276707,1,0,0,0,0,134293,1,792264,5,0,0,926557,6,43,128.0,0,0,0,0,1,0,1,0,0,0,silver
c1858,6.273355743285597,0,0,0,4117,1,31931,1,0,0,135331,1,171379,3,35,144.0,0,1,0,0,0,0,0,1,0,0,silver
c1859,6.17714791392985,1,0,0,280138,1,5006,1,33365,1,115115,1,433624,4,35,218.0,1,0,0,0,0,0,0,0,0,1,silver
c1860,6.190550751487841,1,198541,1,0,0,59642,1,162169,2,159769,1,580121,5,40,252.0,1,0,0,0,0,0,1,0,0,0,silver
c1861,6.1373408164382,1,0,0,0,0,0,0,203463,1,224110,1,427573,2,48,251.0,1,0,0,0,0,0,0,1,0,0,silver
c1862,6.274731985750423,0,0,0,0,0,94074,1,152775,1,175360,1,422209,3,46,239.0,0,1,0,0,0,0,1,0,0,0,silver
c1863,6.246023650139504,0,0,0,202570,2,0,0,670936,3,0,0,873506,5,47,215.0,0,0,0,0,1,1,0,0,0,0,silver
c1864,5.968040022584645,1,0,0,144443,1,45034,1,762362,4,266267,1,1218106,7,30,246.0,0,0,1,0,0,0,0,0,0,1,silver
c1865,5.963866182107236,1,0,0,199138,2,0,0,285777,1,661384,4,1146299,7,38,152.0,0,1,0,0,0,0,0,0,0,1,silver
c1866,5.984857071907539,1,129689,1,171102,1,468695,2,252778,2,559490,3,1581754,9,44,130.0,0,0,1,0,0,1,0,0,0,0,silver
c1867,6.235420364832678,1,0,0,272774,1,406773,2,254892,1,189307,1,1123746,5,45,218.0,0,1,0,0,0,0,0,0,0,1,silver
c1868,5.890686991617281,1,0,0,178922,1,227654,1,0,0,108741,2,515317,4,47,151.0,0,0,0,0,1,1,0,0,0,0,silver
c1869,5.90995270333217,0,0,0,0,0,60322,1,445550,2,0,0,505872,3,43,208.0,0,0,1,0,0,0,1,0,0,0,silver
c1870,6.249356876527562,1,0,0,0,0,544288,3,30999,2,259568,2,834855,7,37,170.0,1,0,0,0,0,1,0,0,0,0,silver
c1871,6.032724300117116,1,0,0,184484,1,355234,2,326135,2,143708,1,1009561,6,42,237.0,0,0,0,0,1,0,0,1,0,0,silver
c1872,5.974697713307017,1,0,0,47031,1,104248,2,500457,3,0,0,651736,6,46,167.0,0,0,1,0,0,0,1,0,0,0,silver
c1873,6.25902376208046,0,0,0,610218,4,217338,1,88890,2,217636,1,1134082,8,35,194.0,0,0,0,1,0,0,0,0,0,1,silver
c1874,6.103645704771239,0,0,0,649061,3,0,0,270953,2,192166,2,1112180,7,44,207.0,0,0,1,0,0,1,0,0,0,0,silver
c1875,6.271223400263091,0,0,0,0,0,0,0,302819,2,0,0,302819,2,41,198.0,0,0,0,0,1,0,0,0,0,1,silver
c1876,6.139057871542362,1,0,0,112842,1,80606,1,166579,1,0,0,360027,3,40,211.0,0,0,0,0,1,0,1,0,0,0,silver
c1877,5.937911387103716,0,0,0,0,0,0,0,703010,5,0,0,703010,5,39,169.0,1,0,0,0,0,0,0,0,1,0,silver
c1878,6.051720401211539,1,0,0,0,0,444837,2,422044,2,233240,2,1100121,6,37,154.0,0,0,0,0,1,0,0,0,0,1,silver
c1879,6.163726544395484,0,0,0,329680,2,0,0,139179,1,0,0,468859,3,34,144.0,0,1,0,0,0,0,0,1,0,0,silver
c1880,6.164288301738642,0,0,0,268915,1,584553,3,723203,4,181725,2,1758396,10,35,268.0,0,1,0,0,0,0,0,0,0,1,silver
c1881,5.959346722842082,0,0,0,83577,1,0,0,321625,4,64209,2,469411,7,44,131.0,0,0,1,0,0,0,0,0,0,1,silver
c1882,6.115105704660959,1,0,0,262362,1,0,0,56745,1,0,0,319107,2,31,237.0,0,0,0,0,1,0,0,0,1,0,silver
c1883,6.198577367359836,0,0,0,54894,1,218936,1,644922,3,0,0,918752,5,39,221.0,0,0,0,0,1,0,0,1,0,0,silver
c1884,6.242246166713856,0,0,0,799621,6,400704,3,429550,3,87161,2,1717036,14,44,139.0,0,0,1,0,0,0,0,0,0,1,silver
c1885,6.133134443016983,1,0,0,0,0,0,0,89834,1,429845,3,519679,4,36,241.0,0,1,0,0,0,0,0,0,0,1,silver
c1886,6.2263034012528395,1,277509,1,632162,3,0,0,391400,3,281227,1,1582298,8,40,178.0,0,0,0,1,0,0,0,0,1,0,silver
c1887,6.08537300428217,1,0,0,130872,2,406163,2,280943,2,0,0,817978,6,48,265.0,0,0,0,1,0,0,1,0,0,0,silver
c1888,6.045274851596432,0,0,0,245382,1,309540,2,386051,2,443691,2,1384664,7,32,222.0,1,0,0,0,0,1,0,0,0,0,silver
c1889,6.220393948078216,1,0,0,0,0,504465,2,215206,2,0,0,719671,4,31,156.0,0,0,0,0,1,0,0,0,1,0,silver
c1890,6.220862999297699,0,0,0,515878,2,31959,1,176015,2,29036,1,752888,6,48,256.0,0,0,1,0,0,0,0,0,0,1,silver
c1891,5.8491220014754886,1,0,0,0,0,19156,1,780419,3,82134,1,881709,5,50,197.0,0,0,0,0,1,0,1,0,0,0,silver
c1892,6.196904006378634,1,0,0,0,0,79665,1,663424,5,0,0,743089,6,38,250.0,0,0,0,1,0,0,1,0,0,0,silver
c1893,5.908264598715394,1,0,0,0,0,0,0,527242,4,0,0,527242,4,37,249.0,0,0,0,1,0,1,0,0,0,0,silver
c1894,5.930767740302838,0,0,0,858615,3,231272,1,152697,1,249712,1,1492296,6,40,126.0,0,0,1,0,0,1,0,0,0,0,silver
c1895,6.255115648217309,0,0,0,297750,1,360916,3,804817,3,79634,1,1543117,8,32,172.0,0,0,0,1,0,0,0,1,0,0,silver
c1896,5.843116244433015,0,0,0,240390,1,0,0,0,0,126645,1,367035,2,44,217.0,0,0,0,1,0,0,0,0,1,0,silver
c1897,6.123655674438122,0,0,0,0,0,199934,1,193714,1,137819,1,531467,3,38,243.0,0,1,0,0,0,0,0,1,0,0,silver
c1898,6.300953335922504,1,0,0,147914,2,62336,1,227454,2,0,0,437704,5,45,256.0,1,0,0,0,0,0,1,0,0,0,silver
c1899,6.162427883981572,1,0,0,0,0,329330,2,190464,2,93816,1,613610,5,41,191.0,0,0,0,0,1,0,0,0,0,1,silver
c1900,6.190965025911249,1,0,0,590617,3,83834,1,710664,4,0,0,1385115,8,40,240.0,1,0,0,0,0,0,0,0,1,0,silver
c1901,5.91389858450415,0,0,0,339379,2,0,0,0,0,0,0,339379,2,48,172.0,0,0,0,1,0,1,0,0,0,0,silver
c1902,6.273666911522365,0,0,0,0,0,0,0,527182,4,183410,1,710592,5,37,157.0,0,0,1,0,0,0,1,0,0,0,silver
c1903,6.152835149885339,0,0,0,124518,1,506829,2,3867,1,0,0,635214,4,41,186.0,0,0,0,0,1,0,0,0,0,1,silver
c1904,6.206402434860616,1,0,0,61193,2,0,0,289046,1,535038,2,885277,5,44,145.0,0,0,0,0,1,0,0,0,1,0,silver
c1905,5.858853479737738,0,0,0,344119,2,293840,1,0,0,0,0,637959,3,49,180.0,0,0,0,0,1,1,0,0,0,0,silver
c1906,5.8607002666994035,1,269665,1,110924,1,445491,2,754871,4,0,0,1580951,8,33,131.0,0,0,0,1,0,0,0,0,1,0,silver
c1907,6.138659778281117,1,28943,1,571932,5,144164,1,0,0,288853,2,1033892,9,49,243.0,1,0,0,0,0,0,0,1,0,0,silver
c1908,6.003806365081191,1,0,0,0,0,194188,1,0,0,439464,2,633652,3,32,203.0,0,0,1,0,0,0,0,1,0,0,silver
c1909,6.288291490074123,1,0,0,333839,3,79386,1,540647,4,217527,1,1171399,9,34,244.0,1,0,0,0,0,0,1,0,0,0,silver
c1910,6.011162598911337,0,279582,1,0,0,480041,2,414881,2,0,0,1174504,5,42,208.0,0,0,0,1,0,0,0,1,0,0,silver
c1911,6.118340795383557,1,0,0,0,0,205554,2,466938,2,0,0,672492,4,39,238.0,0,0,1,0,0,0,0,0,0,1,silver
c1912,6.290626852295275,1,0,0,491689,2,0,0,267123,2,0,0,758812,4,34,126.0,0,0,0,1,0,0,1,0,0,0,silver
c1913,6.155118228210048,0,0,0,122336,1,59723,1,502788,4,157485,1,842332,7,31,253.0,0,0,0,0,1,0,0,0,1,0,silver
c1914,5.932026556186843,1,0,0,0,0,0,0,236274,2,360160,3,596434,5,42,233.0,0,0,1,0,0,0,0,1,0,0,silver
c1915,6.027460104331515,1,0,0,0,0,0,0,105720,1,657720,3,763440,4,32,190.0,1,0,0,0,0,0,0,1,0,0,silver
c1916,5.798684476289098,1,0,0,173258,1,0,0,176552,1,91980,1,441790,3,46,249.0,0,0,0,1,0,0,1,0,0,0,silver
c1917,6.05513741463258,0,0,0,0,0,0,0,562708,3,122336,1,685044,4,36,195.0,1,0,0,0,0,0,0,0,0,1,silver
c1918,6.175790912972263,0,0,0,359618,2,0,0,257519,2,0,0,617137,4,43,209.0,0,1,0,0,0,0,1,0,0,0,silver
c1919,5.859763159525323,0,0,0,154680,1,287647,1,757574,5,0,0,1199901,7,50,144.0,0,1,0,0,0,1,0,0,0,0,silver
c1920,6.246614278765573,0,0,0,0,0,220932,1,598776,5,780167,2,1599875,8,45,246.0,1,0,0,0,0,0,0,0,1,0,silver
c1921,6.287851200865312,1,0,0,68556,1,0,0,0,0,0,0,68556,1,42,155.0,1,0,0,0,0,0,0,1,0,0,silver
c1922,6.251857137271416,1,0,0,0,0,0,0,609501,4,187348,1,796849,5,32,215.0,0,0,0,1,0,0,0,1,0,0,silver
c1923,6.021402257951604,1,0,0,0,0,191100,1,114600,1,333242,2,638942,4,34,156.0,0,0,0,0,1,0,1,0,0,0,silver
c1924,6.29652961658261,0,0,0,325071,2,0,0,0,0,0,0,325071,2,48,137.0,0,0,1,0,0,0,0,0,1,0,silver
c1925,6.120848897314309,0,265019,1,0,0,124386,1,596196,5,130057,1,1115658,8,33,125.0,1,0,0,0,0,0,0,1,0,0,silver
c1926,6.250903800294062,1,0,0,0,0,0,0,398703,2,119154,1,517857,3,47,160.0,0,1,0,0,0,0,0,0,0,1,silver
c1927,6.152285591803674,0,0,0,424144,2,0,0,326567,2,0,0,750711,4,48,229.0,0,0,0,0,1,0,0,1,0,0,silver
c1928,6.2918102476036255,0,0,0,263493,1,5671,1,314073,4,0,0,583237,6,50,157.0,0,1,0,0,0,1,0,0,0,0,silver
c1929,6.256182363387375,1,287988,1,0,0,0,0,928255,6,293139,2,1509382,9,45,130.0,0,0,1,0,0,0,1,0,0,0,silver
c1930,6.271197118621085,1,0,0,0,0,184764,2,83340,2,163645,1,431749,5,49,252.0,0,1,0,0,0,0,0,0,0,1,silver
c1931,6.007348709303522,1,0,0,0,0,0,0,457219,3,70807,1,528026,4,40,229.0,0,0,0,0,1,0,0,0,1,0,silver
c1932,6.219289220843604,0,0,0,51700,1,468529,2,142288,1,211165,2,873682,6,43,165.0,0,0,0,0,1,1,0,0,0,0,silver
c1933,6.245854540124087,0,108019,1,0,0,419145,3,216314,1,0,0,743478,5,45,172.0,0,1,0,0,0,0,1,0,0,0,silver
c1934,6.302250600591624,1,0,0,0,0,0,0,204003,3,123883,2,327886,5,48,140.0,0,0,0,1,0,0,0,1,0,0,silver
c1935,6.242766467695731,1,0,0,0,0,0,0,578326,4,171839,1,750165,5,42,217.0,0,0,0,1,0,0,1,0,0,0,silver
c1936,6.057265090117607,1,0,0,239268,1,348450,2,716720,3,285105,1,1589543,7,38,153.0,0,0,1,0,0,0,0,0,1,0,silver
c1937,6.085089621478216,1,290173,1,547617,3,164136,2,455919,3,65766,1,1523611,10,49,230.0,0,0,0,1,0,0,0,1,0,0,silver
c1938,6.018176033602363,1,0,0,152278,1,0,0,295696,3,364794,3,812768,7,38,193.0,0,0,0,1,0,1,0,0,0,0,silver
c1939,6.042404989837086,1,0,0,441190,2,0,0,0,0,334689,2,775879,4,40,166.0,1,0,0,0,0,1,0,0,0,0,silver
c1940,6.091630383888821,0,0,0,277448,1,70981,1,199540,1,0,0,547969,3,40,237.0,0,1,0,0,0,0,1,0,0,0,silver
c1941,5.8030656645387895,0,0,0,70532,1,0,0,409193,2,16235,1,495960,4,43,205.0,0,0,0,0,1,0,0,0,0,1,silver
c1942,6.1351304242198745,0,0,0,14704,1,550740,5,0,0,93284,1,658728,7,44,229.0,0,1,0,0,0,1,0,0,0,0,silver
c1943,6.24778233111538,1,0,0,311158,2,0,0,475897,2,0,0,787055,4,35,206.0,0,1,0,0,0,1,0,0,0,0,silver
c1944,6.128171721531151,0,0,0,0,0,55074,1,531799,5,0,0,586873,6,45,208.0,0,0,0,1,0,0,0,0,1,0,silver
c1945,6.224203267247245,0,0,0,325533,2,498692,4,252064,3,0,0,1076289,9,38,195.0,0,0,0,1,0,1,0,0,0,0,silver
c1946,6.140272605450416,1,0,0,0,0,241577,1,208914,1,55152,1,505643,3,32,168.0,0,0,1,0,0,0,0,1,0,0,silver
