customer_id,income,marital_status,age,occupation_business,occupation_doctor,occupation_engineer,occupation_lawyer,occupation_teacher,city_grp_t0,city_grp_t1,city_grp_t2,city_grp_t3,city_grp_unknown,card_type
c2290,6.1639442483346745,0,42,1,0,0,0,0,0,1,0,0,0,signature
c5889,5.826618302879255,0,33,1,0,0,0,0,0,0,0,1,0,gold
c5104,6.219353172668308,1,34,0,1,0,0,0,0,0,1,0,0,gold
c2291,6.276948905824767,1,34,1,0,0,0,0,0,0,1,0,0,signature
c4660,6.285950696097812,0,48,0,0,0,1,0,1,0,0,0,0,platinum
c1009,6.0635026144804405,0,30,1,0,0,0,0,1,0,0,0,0,silver
c4383,6.017434876012428,1,41,1,0,0,0,0,0,0,0,1,0,platinum
c5822,5.9030384114598595,1,43,0,0,0,1,0,0,1,0,0,0,gold
c1317,6.011548030548114,0,49,0,0,0,0,1,1,0,0,0,0,silver
c1357,5.913670829433385,1,47,1,0,0,0,0,0,0,1,0,0,silver
c2801,5.802695750464204,0,44,1,0,0,0,0,0,1,0,0,0,signature
c4237,5.860925254717817,0,43,0,0,0,0,1,0,1,0,0,0,platinum
c2588,6.275431373725639,0,31,0,0,0,0,1,0,0,1,0,0,signature
c5658,5.985200510319597,0,48,1,0,0,0,0,0,1,0,0,0,gold
c4574,6.157002894293595,0,41,0,1,0,0,0,0,1,0,0,0,platinum
c1079,6.15561717490398,0,36,0,1,0,0,0,0,1,0,0,0,silver
c1558,6.202687164235821,1,44,0,0,0,1,0,0,0,0,1,0,silver
c1964,5.829274175457818,1,45,0,0,0,0,1,0,0,0,1,0,silver
c2500,6.046471361379279,1,45,1,0,0,0,0,0,0,0,0,1,signature
c4835,6.152284980116997,0,32,0,1,0,0,0,0,0,0,1,0,gold
c5982,6.266964626201734,0,39,1,0,0,0,0,1,0,0,0,0,gold
c3689,6.21163119132128,1,50,0,1,0,0,0,1,0,0,0,0,platinum
c2771,6.185424570634012,0,44,0,0,1,0,0,0,0,1,0,0,signature
c3419,5.964214830952787,0,32,0,0,0,1,0,0,0,0,0,1,signature
c3725,6.1559548456632855,1,44,0,0,0,0,1,1,0,0,0,0,platinum
c4462,6.183758541490702,0,44,0,0,0,1,0,1,0,0,0,0,platinum
c2696,6.034585546371119,0,38,0,1,0,0,0,0,1,0,0,0,signature
c4193,6.132317335415062,0,37,0,1,0,0,0,0,0,0,0,1,platinum
c4781,5.840734487985126,0,48,0,1,0,0,0,0,0,0,1,0,gold
c2521,6.2842964766183815,0,33,0,0,0,0,1,0,0,1,0,0,signature
c3813,5.817945954079177,1,46,0,0,0,1,0,1,0,0,0,0,platinum
c1266,5.958233139290831,0,48,0,0,0,1,0,0,0,0,0,1,silver
c2953,5.913685663632226,0,45,0,0,0,0,1,0,0,0,1,0,signature
c3318,6.281982774261685,0,39,0,0,1,0,0,0,0,0,0,1,signature
c4777,6.269398985339233,1,39,0,0,1,0,0,0,1,0,0,0,gold
c3869,6.090086559191327,1,39,0,0,1,0,0,1,0,0,0,0,platinum
c2838,5.9325990628821135,0,46,1,0,0,0,0,1,0,0,0,0,signature
c5163,6.2688013795133495,1,39,0,1,0,0,0,1,0,0,0,0,gold
c5449,6.0025353790910785,1,45,0,1,0,0,0,0,0,1,0,0,gold
c2467,6.246054950456208,1,40,0,0,1,0,0,1,0,0,0,0,signature
c3212,6.247512473552169,0,37,0,0,0,1,0,0,1,0,0,0,signature
c5256,6.11473805181467,1,48,0,0,0,1,0,0,0,1,0,0,gold
c3314,6.242318012295332,1,39,0,1,0,0,0,1,0,0,0,0,signature
c3899,6.220360742527545,0,35,0,0,1,0,0,0,0,0,0,1,platinum
c1667,6.126227545585617,1,44,0,0,0,1,0,1,0,0,0,0,silver
c2753,6.181942721488328,1,46,0,0,0,1,0,0,0,0,0,1,signature
c4335,6.250656847794229,1,50,0,0,0,1,0,0,0,1,0,0,platinum
c5111,5.985304746782676,1,41,1,0,0,0,0,1,0,0,0,0,gold
c3011,6.123351097631656,0,44,0,0,0,1,0,0,0,0,1,0,signature
c5268,5.972348196212125,1,40,0,0,1,0,0,0,0,0,0,1,gold
c4422,5.933666435330838,1,35,0,0,0,0,1,0,0,1,0,0,platinum
c5074,6.251406534936234,0,43,0,1,0,0,0,0,0,0,1,0,gold
c4164,6.113105023499629,1,41,0,0,0,1,0,0,0,1,0,0,platinum
c2312,6.258919458506631,1,32,0,0,0,0,1,1,0,0,0,0,signature
c5874,6.194586209591222,0,37,1,0,0,0,0,0,0,0,0,1,gold
c2589,6.083771999511869,0,43,0,0,0,0,1,0,0,0,1,0,signature
c1617,6.239389332493394,1,48,0,0,0,0,1,0,1,0,0,0,silver
c1658,6.179171617143121,0,35,0,1,0,0,0,0,0,0,0,1,silver
c2499,6.163002363068973,1,50,1,0,0,0,0,0,0,0,1,0,signature
c1074,6.128317830867412,0,44,0,0,1,0,0,0,0,0,1,0,silver
c1637,6.2752779459890125,0,45,0,0,0,0,1,0,1,0,0,0,silver
c1688,6.158327204235007,1,48,1,0,0,0,0,0,0,0,1,0,silver
c2868,5.9285402516490615,0,42,0,0,0,1,0,0,0,1,0,0,signature
c5663,5.868674408969029,1,41,0,0,0,1,0,0,0,1,0,0,gold
c1697,6.198483884368321,0,44,0,0,0,0,1,0,0,0,1,0,silver
c3285,6.254693301007847,0,41,0,0,0,0,1,1,0,0,0,0,signature
c5252,5.913652285972271,1,39,0,0,0,1,0,0,0,1,0,0,gold
c3408,5.9589507059836615,1,34,1,0,0,0,0,0,0,0,1,0,signature
c2115,5.855511887080081,0,34,1,0,0,0,0,0,0,1,0,0,silver
c1508,6.211062043781324,1,34,0,0,0,1,0,0,1,0,0,0,silver
c1738,5.941885440587595,0,36,0,0,1,0,0,0,0,1,0,0,silver
c3457,6.211138169089594,0,38,0,0,0,1,0,0,0,0,1,0,signature
c2755,6.039232034282441,1,35,0,0,0,1,0,0,1,0,0,0,signature
c4504,5.814818730244911,0,46,0,0,0,0,1,0,1,0,0,0,platinum
c3598,5.822162846872859,0,47,0,1,0,0,0,0,0,0,0,1,platinum
c3944,6.205197594966436,1,44,0,1,0,0,0,0,0,0,1,0,platinum
c4107,5.8219999539352445,1,50,0,0,0,1,0,0,0,0,0,1,platinum
c5139,5.921154073526442,0,36,0,0,1,0,0,0,0,0,1,0,gold
c5121,6.2821547173679475,0,31,1,0,0,0,0,1,0,0,0,0,gold
c1799,6.294100338805422,0,39,0,1,0,0,0,0,1,0,0,0,silver
c3889,6.10316240684706,0,44,0,0,0,0,1,1,0,0,0,0,platinum
c1322,6.157395714792628,1,43,0,0,0,1,0,1,0,0,0,0,silver
c2671,6.043648307233456,1,42,0,0,0,0,1,0,0,0,0,1,signature
c2093,6.2488346211128665,1,46,1,0,0,0,0,0,0,0,1,0,silver
c4397,5.861715976094946,0,47,0,0,1,0,0,0,0,0,0,1,platinum
c2370,5.983366444483082,0,47,0,0,0,0,1,0,0,0,0,1,signature
c5204,6.099106841602201,0,33,1,0,0,0,0,0,0,1,0,0,gold
c5701,5.822184430509071,0,31,0,1,0,0,0,0,1,0,0,0,gold
c4907,6.014569257649856,1,44,0,0,1,0,0,0,0,1,0,0,gold
c1661,5.793543143513271,0,35,0,1,0,0,0,0,0,1,0,0,silver
c1882,6.115105704660959,1,31,0,0,0,0,1,0,0,0,1,0,silver
c2518,6.085844779628566,1,37,0,1,0,0,0,1,0,0,0,0,signature
c4102,6.286700046471307,1,38,0,0,1,0,0,0,0,1,0,0,platinum
c4941,6.244196193435679,1,37,0,0,0,0,1,1,0,0,0,0,gold
c4482,6.085708612908593,0,48,0,0,1,0,0,0,0,1,0,0,platinum
c4797,6.238815352770365,1,49,1,0,0,0,0,0,1,0,0,0,gold
c2620,6.1302259857499735,0,41,0,0,1,0,0,1,0,0,0,0,signature
c5853,6.23673622555824,0,49,0,0,0,0,1,1,0,0,0,0,gold
c4196,5.8252053439881974,1,49,0,0,0,0,1,0,0,1,0,0,platinum
c1918,6.175790912972263,0,43,0,1,0,0,0,0,1,0,0,0,silver
c2980,6.043378784828007,1,38,0,1,0,0,0,1,0,0,0,0,signature
c3717,6.053480652154936,1,45,1,0,0,0,0,0,1,0,0,0,platinum
c1088,5.840960036278359,0,34,0,0,1,0,0,1,0,0,0,0,silver
c3232,6.1649411344210066,0,36,1,0,0,0,0,0,1,0,0,0,signature
c2986,6.240570213717048,1,36,0,1,0,0,0,1,0,0,0,0,signature
c5700,6.180883078629098,0,41,1,0,0,0,0,0,1,0,0,0,gold
c5670,6.1992657719585065,0,37,0,0,0,1,0,1,0,0,0,0,gold
c2731,6.082716093026828,0,44,0,0,0,0,1,0,0,0,1,0,signature
c1626,5.83477473507549,1,36,0,0,0,0,1,0,0,1,0,0,silver
c5006,6.1987257989998,0,41,1,0,0,0,0,0,0,0,0,1,gold
c2087,5.795667334696774,0,46,1,0,0,0,0,0,0,0,0,1,silver
c5307,6.083389373171826,0,48,0,0,1,0,0,0,0,1,0,0,gold
c2520,6.251332038336496,0,49,0,1,0,0,0,1,0,0,0,0,signature
c5532,5.877773199083601,1,49,1,0,0,0,0,1,0,0,0,0,gold
c4361,6.112471944958653,1,49,1,0,0,0,0,1,0,0,0,0,platinum
c4860,5.8481410647308865,0,35,1,0,0,0,0,0,0,1,0,0,gold
c2259,5.856879266746189,0,50,0,0,0,1,0,0,0,0,1,0,signature
c2282,5.9909263977613145,0,47,0,1,0,0,0,0,0,0,0,1,signature
c4801,6.066223770268615,1,40,0,0,0,1,0,0,0,0,1,0,gold
c5320,5.849697592579833,1,46,0,1,0,0,0,0,0,0,1,0,gold
c1380,5.798425499653479,0,46,0,0,1,0,0,1,0,0,0,0,silver
c5823,6.116877268226615,1,48,0,0,0,0,1,1,0,0,0,0,gold
c5506,6.192044759034948,1,45,0,1,0,0,0,0,0,1,0,0,gold
c2905,6.187996492010424,0,48,1,0,0,0,0,1,0,0,0,0,signature
c1936,6.057265090117607,1,38,0,0,1,0,0,0,0,0,1,0,silver
c1863,6.246023650139504,0,47,0,0,0,0,1,1,0,0,0,0,silver
c4298,6.218176420558156,0,30,0,1,0,0,0,1,0,0,0,0,platinum
c3060,6.29592274593382,0,47,0,0,0,0,1,0,0,0,1,0,signature
c2567,6.252982087034174,1,42,0,0,0,1,0,0,0,0,0,1,signature
c3693,5.794082143730407,1,46,1,0,0,0,0,0,1,0,0,0,platinum
c4048,6.058808141743226,0,46,0,0,0,0,1,0,0,1,0,0,platinum
c4365,6.054827468030462,0,39,0,0,0,0,1,0,1,0,0,0,platinum
c4591,6.126570676759587,0,47,0,0,0,1,0,0,0,0,0,1,platinum
c4050,6.166838164820415,0,35,0,1,0,0,0,0,0,0,0,1,platinum
c3292,5.836954840572956,0,34,0,0,0,1,0,0,0,1,0,0,signature
c3857,6.122440342308898,1,33,0,0,1,0,0,0,0,0,1,0,platinum
c5253,6.084612735693866,0,35,0,0,1,0,0,0,0,0,0,1,gold
c1731,6.149626111464516,0,44,0,0,1,0,0,1,0,0,0,0,silver
c3499,6.093539699158963,0,45,0,0,1,0,0,0,0,0,0,1,signature
c1575,5.883733527730676,0,37,0,0,0,0,1,1,0,0,0,0,silver
c4751,6.043098083749533,1,31,0,0,0,0,1,1,0,0,0,0,gold
c4563,6.2796418527811015,1,40,0,0,1,0,0,1,0,0,0,0,platinum
c1549,5.921494511311361,1,48,0,0,1,0,0,1,0,0,0,0,silver
c2942,5.96988117826449,0,31,0,1,0,0,0,0,0,1,0,0,signature
c5886,6.074731620645813,1,33,0,1,0,0,0,1,0,0,0,0,gold
c2935,5.830726568965962,1,48,1,0,0,0,0,1,0,0,0,0,signature
c5015,6.296726162681229,0,47,0,0,1,0,0,0,1,0,0,0,gold
c1604,6.271761475296221,1,33,1,0,0,0,0,0,0,0,1,0,silver
c1928,6.2918102476036255,0,50,0,1,0,0,0,1,0,0,0,0,silver
c2822,6.095828490232709,1,38,0,1,0,0,0,0,0,0,0,1,signature
c1260,6.273967457189023,1,46,0,0,0,1,0,0,0,0,1,0,silver
c2343,6.181746432259951,0,34,0,0,0,0,1,0,1,0,0,0,signature
c4553,5.946305837892627,1,34,0,0,1,0,0,0,1,0,0,0,platinum
c4690,6.18107718235461,0,46,0,1,0,0,0,0,0,0,1,0,platinum
c3239,6.035069344421104,1,48,0,0,1,0,0,0,1,0,0,0,signature
c3676,6.174737917716201,0,49,0,0,0,1,0,0,0,1,0,0,platinum
c2197,5.985595308608711,0,36,0,1,0,0,0,0,0,0,0,1,silver
c5503,6.260412485378707,1,36,1,0,0,0,0,0,0,1,0,0,gold
c1540,5.983890481481022,0,47,0,0,0,0,1,0,0,0,0,1,silver
c5088,6.249877771793954,1,44,0,0,0,1,0,1,0,0,0,0,gold
c1783,5.879595289067517,0,40,0,0,1,0,0,1,0,0,0,0,silver
c2927,6.239711050284772,0,43,0,0,0,1,0,0,1,0,0,0,signature
c2262,5.932668544684262,1,45,0,0,0,1,0,0,0,0,1,0,signature
c3107,6.014184397501279,1,32,0,0,0,0,1,0,0,0,1,0,signature
c5184,6.060729561574659,1,35,0,1,0,0,0,1,0,0,0,0,gold
c1118,6.272872006790296,0,49,0,0,0,1,0,0,1,0,0,0,silver
c3991,5.875617961494381,1,30,0,1,0,0,0,0,0,0,0,1,platinum
c2795,6.001515212919349,1,44,0,0,0,1,0,0,1,0,0,0,signature
c3791,5.922804319125858,1,38,0,0,0,0,1,0,0,0,1,0,platinum
c5377,5.979106116114036,0,47,0,0,0,1,0,0,0,0,1,0,gold
c3133,6.135050557188632,0,36,0,1,0,0,0,0,0,0,0,1,signature
c5445,6.227523955815526,1,40,0,0,0,0,1,1,0,0,0,0,gold
c4092,5.809102286298223,1,40,0,0,0,1,0,0,0,0,0,1,platinum
c4970,6.246828361793786,1,44,1,0,0,0,0,0,0,1,0,0,gold
c1426,5.925167130552428,0,34,0,0,0,0,1,1,0,0,0,0,silver
c4333,6.2854306025503055,0,30,1,0,0,0,0,0,1,0,0,0,platinum
c4039,6.00405383479164,1,35,0,0,0,0,1,0,0,0,1,0,platinum
c4336,6.144778075798891,0,49,0,0,1,0,0,0,0,0,0,1,platinum
c3319,6.1628244871557065,0,37,1,0,0,0,0,0,0,0,1,0,signature
c5520,6.223833277236323,0,36,0,0,0,1,0,1,0,0,0,0,gold
c1168,6.1682905992975074,0,31,0,0,0,1,0,0,0,0,0,1,silver
c5031,6.277969105584045,1,44,0,0,0,0,1,0,0,0,0,1,gold
c2016,6.189132231105024,1,38,0,0,1,0,0,0,1,0,0,0,silver
c2878,6.1208068085255345,1,48,0,0,0,1,0,1,0,0,0,0,signature
c4953,6.2781417292108745,0,39,0,0,0,0,1,0,0,1,0,0,gold
c3007,6.154301610831746,1,33,0,0,0,0,1,0,0,1,0,0,signature
c5947,6.266468776516761,0,41,0,1,0,0,0,0,0,1,0,0,gold
c4021,6.122897104108831,0,46,1,0,0,0,0,0,1,0,0,0,platinum
c4500,6.250089031666165,0,32,1,0,0,0,0,0,0,0,1,0,platinum
c1101,6.302539582382069,1,45,0,0,0,0,1,0,1,0,0,0,silver
c2258,5.807132341099041,1,37,0,0,0,1,0,1,0,0,0,0,signature
c5775,6.0026264722662255,0,38,0,0,0,0,1,0,0,1,0,0,gold
c3391,6.069940647685622,0,33,0,0,0,1,0,0,0,0,0,1,signature
c2192,6.100494956111892,0,42,0,0,0,0,1,0,0,0,0,1,silver
c5688,6.103394196835056,1,38,1,0,0,0,0,0,0,0,1,0,gold
c4429,6.109566398637084,0,48,0,0,0,0,1,0,0,0,1,0,platinum
c3640,5.9456403978243895,0,45,0,1,0,0,0,0,0,0,0,1,platinum
c4879,6.103693252484248,1,42,0,1,0,0,0,0,1,0,0,0,gold
c5929,5.865904282005268,1,41,0,0,0,0,1,1,0,0,0,0,gold
c5241,6.05362960915051,1,41,1,0,0,0,0,0,0,0,0,1,gold
c1117,5.963150552124525,0,41,0,0,0,1,0,0,0,0,0,1,silver
c4554,6.08175656170266,1,35,0,0,0,1,0,0,0,0,0,1,platinum
c5473,6.224047220199558,0,43,0,0,1,0,0,0,0,0,0,1,gold
c5685,6.007600143980238,0,37,0,0,1,0,0,1,0,0,0,0,gold
c3374,6.032623192404456,0,36,0,0,0,0,1,0,0,0,0,1,signature
c1291,6.063032965039096,1,45,0,1,0,0,0,1,0,0,0,0,silver
c3959,5.974965093377533,0,47,1,0,0,0,0,0,0,1,0,0,platinum
c1683,5.827951173709317,1,33,0,0,1,0,0,0,0,1,0,0,silver
c3334,6.088521996125301,1,34,0,0,0,0,1,0,0,0,1,0,signature
c3706,6.27225155419864,1,38,0,1,0,0,0,0,1,0,0,0,platinum
c4809,5.826655202543471,1,46,0,0,0,1,0,0,0,0,1,0,gold
c1207,6.175912003210482,1,30,1,0,0,0,0,0,0,1,0,0,silver
c3159,5.902336919268603,0,37,1,0,0,0,0,0,1,0,0,0,signature
c3681,6.236654384286988,1,48,0,1,0,0,0,0,0,0,0,1,platinum
c1827,6.071341010663373,0,46,0,0,1,0,0,0,0,0,1,0,silver
c5051,6.2350850888094875,1,35,0,0,1,0,0,1,0,0,0,0,gold
c2968,6.0602304391243695,0,45,0,0,1,0,0,0,0,1,0,0,signature
c2707,6.252874866466364,1,50,0,1,0,0,0,0,1,0,0,0,signature
c1956,5.882181748346294,0,44,0,0,0,1,0,0,1,0,0,0,silver
c2814,5.909401431401294,0,31,0,0,1,0,0,0,0,0,0,1,signature
c4657,6.216129995604396,1,37,1,0,0,0,0,0,0,1,0,0,platinum
c1013,6.280958553011161,0,47,1,0,0,0,0,0,1,0,0,0,silver
c1934,6.302250600591624,1,48,0,0,0,1,0,0,0,1,0,0,silver
c1903,6.152835149885339,0,41,0,0,0,0,1,0,0,0,0,1,silver
c3360,6.204940024531026,0,44,0,1,0,0,0,1,0,0,0,0,signature
c1677,6.124529329720602,0,47,0,1,0,0,0,0,0,1,0,0,silver
c5292,6.099737599686781,0,42,1,0,0,0,0,1,0,0,0,0,gold
c2835,5.97192124279345,1,34,0,0,0,1,0,1,0,0,0,0,signature
c5725,6.087211564827123,1,46,0,0,0,0,1,0,0,0,0,1,gold
c5477,6.296359541209599,1,36,1,0,0,0,0,1,0,0,0,0,gold
c2525,6.056951325978481,0,38,0,1,0,0,0,0,0,0,1,0,signature
c5482,6.016870866071402,0,46,0,0,1,0,0,1,0,0,0,0,gold
c4479,6.256697786248621,1,35,0,0,1,0,0,1,0,0,0,0,platinum
c5799,6.009874360119436,1,34,0,1,0,0,0,0,1,0,0,0,gold
c1077,5.950399421283193,0,45,0,1,0,0,0,0,0,1,0,0,silver
c4209,6.002889714790178,0,43,0,0,1,0,0,1,0,0,0,0,platinum
c5599,5.850013628117034,0,46,0,0,0,0,1,0,0,0,0,1,gold
c2351,6.283296252384101,1,49,0,1,0,0,0,0,0,0,0,1,signature
c1162,5.927455057604555,0,41,0,0,0,0,1,1,0,0,0,0,silver
c3490,6.106552262177626,0,41,0,1,0,0,0,1,0,0,0,0,signature
c5142,6.088455399309852,0,32,0,0,0,0,1,0,1,0,0,0,gold
c5806,6.05848903814056,0,37,1,0,0,0,0,0,0,0,1,0,gold
c3156,6.190843863540762,1,41,0,0,0,1,0,0,0,1,0,0,signature
c5279,5.980008373899755,0,35,1,0,0,0,0,0,1,0,0,0,gold
c2774,6.100688222166015,0,36,0,0,0,1,0,0,0,1,0,0,signature
c1355,5.856673316462452,1,31,0,0,1,0,0,0,1,0,0,0,silver
c3228,6.169129902447082,1,30,0,0,0,1,0,0,0,0,0,1,signature
c5848,6.163148548783003,0,37,0,0,0,0,1,0,1,0,0,0,gold
c4621,5.950706994257738,1,48,0,0,0,0,1,0,1,0,0,0,platinum
c5118,6.2853617199432135,0,34,0,0,0,0,1,0,0,0,1,0,gold
c5420,6.231385221042714,1,36,0,0,0,0,1,0,0,0,1,0,gold
c5159,5.864232734895605,0,34,0,0,0,1,0,0,0,0,0,1,gold
c1707,6.158225848795505,1,35,0,1,0,0,0,0,0,0,0,1,silver
c3233,6.295797489787006,1,32,0,0,0,0,1,1,0,0,0,0,signature
c2623,5.872951847313061,1,43,0,0,0,0,1,1,0,0,0,0,signature
c2831,6.041353991744378,0,30,0,1,0,0,0,0,1,0,0,0,signature
c1518,6.252181174787642,0,39,1,0,0,0,0,1,0,0,0,0,silver
c1808,6.198984059049031,0,48,0,0,0,1,0,0,1,0,0,0,silver
c5057,6.0951281874336996,0,47,0,0,0,0,1,0,0,1,0,0,gold
c3836,6.271657863429168,1,39,1,0,0,0,0,1,0,0,0,0,platinum
c2317,6.205669005345848,0,47,0,0,0,0,1,0,0,0,0,1,signature
c3730,6.3027948519804955,0,36,0,1,0,0,0,0,0,1,0,0,platinum
c2080,5.9726318279108455,0,49,0,1,0,0,0,1,0,0,0,0,silver
c1202,6.13456435616484,0,47,0,1,0,0,0,0,0,0,1,0,silver
c1685,6.214207829654449,1,49,0,0,1,0,0,1,0,0,0,0,silver
c1619,6.250673185613865,1,35,0,1,0,0,0,0,0,0,1,0,silver
c5793,5.96514946962137,1,35,0,0,0,1,0,0,0,0,1,0,gold
c2596,6.234446413829144,0,48,0,0,0,1,0,1,0,0,0,0,signature
c2954,5.906756738469859,1,31,0,0,0,1,0,0,1,0,0,0,signature
c2852,6.136181644357607,0,36,0,0,0,0,1,1,0,0,0,0,signature
c4820,5.908938914230469,0,47,0,0,1,0,0,0,0,0,1,0,gold
c2908,6.192744981607451,1,36,0,1,0,0,0,0,1,0,0,0,signature
c4949,6.275760622631326,1,33,0,0,1,0,0,1,0,0,0,0,gold
c4180,6.178285552636987,1,42,0,1,0,0,0,1,0,0,0,0,platinum
c4004,5.870268679342739,0,31,0,1,0,0,0,0,0,0,1,0,platinum
c4128,6.130182865161011,1,43,0,0,1,0,0,0,0,0,1,0,platinum
c5063,6.179071273863412,0,40,0,0,0,1,0,0,0,0,0,1,gold
c4286,6.292227043561338,1,37,0,0,1,0,0,1,0,0,0,0,platinum
c4331,6.025289886211574,1,49,0,0,0,1,0,1,0,0,0,0,platinum
c4883,5.959286150886523,1,41,0,0,0,1,0,1,0,0,0,0,gold
c1905,5.858853479737738,0,49,0,0,0,0,1,1,0,0,0,0,silver
c2853,5.979117508442752,0,34,0,1,0,0,0,0,1,0,0,0,signature
c3071,5.999706752242459,0,38,0,0,0,0,1,0,1,0,0,0,signature
c5872,6.294863743288296,1,34,0,0,0,1,0,1,0,0,0,0,gold
c1883,6.198577367359836,0,39,0,0,0,0,1,0,0,1,0,0,silver
c5510,6.069904416057096,1,32,0,0,0,0,1,0,0,0,1,0,gold
c2322,5.974846840568405,1,46,0,1,0,0,0,0,0,0,0,1,signature
c1498,6.2156610881837215,0,42,0,0,0,0,1,0,0,0,0,1,silver
c5737,6.282235221411446,0,44,0,0,1,0,0,0,0,0,0,1,gold
c2695,6.047455169274872,0,33,0,1,0,0,0,0,0,0,0,1,signature
c1342,5.873933530108284,0,45,0,0,0,0,1,0,0,0,0,1,silver
c2706,6.120929117770891,1,41,0,0,1,0,0,0,0,0,1,0,signature
c1541,5.798129732149679,1,30,0,0,0,1,0,0,1,0,0,0,silver
c3033,6.127944378533917,0,35,0,1,0,0,0,0,1,0,0,0,signature
c5734,6.250621487721822,1,43,1,0,0,0,0,0,0,0,0,1,gold
c4855,6.204991496662326,0,38,1,0,0,0,0,1,0,0,0,0,gold
c2120,6.0518456820436075,1,47,0,0,0,1,0,0,0,0,0,1,silver
c2421,6.220181597932565,1,42,0,0,0,1,0,0,0,0,1,0,signature
c1623,6.151746055376026,0,48,0,0,1,0,0,1,0,0,0,0,silver
c4260,6.177351199901343,0,36,1,0,0,0,0,0,0,1,0,0,platinum
c4645,6.068929464470278,0,43,0,0,0,0,1,0,0,0,1,0,platinum
c2218,6.27714969627771,1,43,0,0,0,0,1,0,0,0,1,0,silver
c1192,6.287307830982083,1,30,0,1,0,0,0,0,1,0,0,0,silver
c5782,6.201520566590381,0,38,0,0,1,0,0,0,0,0,0,1,gold
c2692,6.207826566799966,0,37,0,0,0,0,1,0,0,0,1,0,signature
c5070,6.106369407637132,0,45,0,1,0,0,0,0,0,1,0,0,gold
c3287,6.12921700129917,1,39,0,0,0,0,1,0,0,0,1,0,signature
c1316,6.16628354803168,1,39,0,0,1,0,0,1,0,0,0,0,silver
c3663,5.853639206977096,1,38,0,0,0,1,0,1,0,0,0,0,platinum
c5690,6.179317921521168,0,39,0,0,0,0,1,0,0,0,1,0,gold
c4114,5.86868674919257,1,32,0,0,0,1,0,1,0,0,0,0,platinum
c5276,5.88550426483587,1,33,1,0,0,0,0,0,0,0,0,1,gold
c3335,5.942092422040358,1,40,0,1,0,0,0,0,1,0,0,0,signature
c3466,6.206812658172563,1,30,0,0,1,0,0,0,0,1,0,0,signature
c1250,6.0315514548922184,1,42,0,0,0,0,1,0,1,0,0,0,silver
c1561,6.269379600013139,0,45,0,0,1,0,0,0,0,0,0,1,silver
c5262,6.21270099394451,1,32,0,0,1,0,0,0,0,0,0,1,gold
c5547,6.054679687222635,0,32,0,0,1,0,0,0,0,1,0,0,gold
c3068,6.277213700233407,1,41,0,1,0,0,0,0,0,1,0,0,signature
c1917,6.05513741463258,0,36,1,0,0,0,0,0,0,0,0,1,silver
c4030,6.188292176992727,0,36,0,0,0,0,1,0,0,1,0,0,platinum
c4334,6.266595730349318,0,39,0,0,0,0,1,0,1,0,0,0,platinum
c2889,6.130327334455022,1,33,0,0,0,0,1,1,0,0,0,0,signature
c4536,5.8318857642100665,0,39,0,0,0,1,0,1,0,0,0,0,platinum
c1429,6.2891867987702925,1,37,0,0,0,0,1,0,1,0,0,0,silver
c3775,6.144993356294844,1,37,0,1,0,0,0,0,1,0,0,0,platinum
c3751,5.940238487351716,0,38,0,1,0,0,0,0,1,0,0,0,platinum
c5514,5.9017851453036,0,35,0,0,1,0,0,0,0,0,1,0,gold
c1107,6.200589514818265,1,43,0,0,1,0,0,0,0,0,0,1,silver
c3940,5.99813897508242,1,49,0,0,0,0,1,1,0,0,0,0,platinum
c5691,6.282877585023823,0,46,1,0,0,0,0,0,1,0,0,0,gold
c4005,6.206370572363079,1,49,0,0,0,0,1,0,0,0,0,1,platinum
c3571,6.1493958745740915,0,47,0,0,1,0,0,1,0,0,0,0,platinum
c2122,6.129611918386442,1,47,0,1,0,0,0,1,0,0,0,0,silver
c5595,5.959499307641861,1,35,0,1,0,0,0,0,0,0,1,0,gold
c3860,6.228406262193072,0,50,0,0,0,1,0,0,0,0,1,0,platinum
c1166,6.18452364152104,0,44,0,0,0,0,1,1,0,0,0,0,silver
c4303,6.274025923829751,0,32,0,0,0,1,0,0,0,0,0,1,platinum
c4952,6.177404893091575,0,35,0,0,0,1,0,0,0,0,1,0,gold
c2897,6.227676444915832,1,37,0,0,1,0,0,0,0,0,1,0,signature
c1794,5.970984829630377,0,32,0,0,0,1,0,0,0,0,0,1,silver
c1113,6.242051701409944,1,39,0,1,0,0,0,0,0,1,0,0,silver
c5310,6.284979290361895,1,42,0,1,0,0,0,1,0,0,0,0,gold
c5553,5.996612353759925,0,48,1,0,0,0,0,1,0,0,0,0,gold
c3785,6.035378500421447,1,32,0,0,0,0,1,0,0,0,0,1,platinum
c1873,6.25902376208046,0,35,0,0,0,1,0,0,0,0,0,1,silver
c3547,5.942730118448238,0,36,0,0,1,0,0,0,1,0,0,0,platinum
c1224,5.944411106367739,0,34,1,0,0,0,0,0,1,0,0,0,silver
c3967,5.923319158549595,1,48,0,0,0,1,0,0,0,0,0,1,platinum
c5864,6.185861030315372,1,47,0,0,0,0,1,1,0,0,0,0,gold
c4705,6.016563295318421,0,40,0,0,0,0,1,0,0,0,0,1,platinum
c1798,6.170637452291267,1,37,0,0,0,0,1,0,0,0,1,0,silver
c3428,6.215668753276015,1,48,0,0,0,0,1,0,0,1,0,0,signature
