customer_id,occupation,income,marital_status,age,city_grp
c4591,lawyer,1338353,unmarried,47,unknown
c4050,doctor,1468379,unmarried,35,unknown
c3292,lawyer,686997,unmarried,34,t2
c3857,engineer,1325685,married,33,t3
c5253,engineer,1215102,unmarried,35,unknown
c1731,engineer,1411322,unmarried,44,t0
c3499,engineer,1240337,unmarried,45,unknown
c1575,teacher,765127,unmarried,37,t0
c4751,teacher,1104328,married,31,t0
c4563,engineer,1903890,married,40,t0
c1549,engineer,834631,married,48,t0
c2942,doctor,932999,unmarried,31,t2
c5886,doctor,1187768,married,33,t0
c2935,business,677215,married,48,t0
c5015,engineer,1980278,unmarried,47,t1
c1604,business,1869655,married,33,t3
c1928,doctor,1957989,unmarried,50,t0
c2822,doctor,1246891,married,38,unknown
c1260,lawyer,1879176,married,46,t3
c2343,teacher,1519660,unmarried,34,t1
c4553,engineer,883702,married,34,t1
c4690,doctor,1517320,unmarried,46,t3
c3239,engineer,1084100,married,48,t1
c3676,lawyer,1495333,unmarried,49,t2
c2197,doctor,967376,unmarried,36,unknown
c5503,business,1821430,married,36,t2
c1540,teacher,963586,unmarried,47,unknown
c5088,lawyer,1777779,married,44,t0
c1783,engineer,757871,unmarried,40,t0
c2927,lawyer,1736645,unmarried,43,t1
c2262,lawyer,856384,married,45,t3
c3107,teacher,1033200,married,32,t3
c5184,doctor,1150084,married,35,t0
c1118,lawyer,1874442,unmarried,49,t1
c3991,doctor,750962,married,30,unknown
c2795,lawyer,1003495,married,44,t1
c3791,teacher,837152,married,38,t3
c5377,lawyer,953029,unmarried,47,t3
c3133,doctor,1364742,unmarried,36,unknown
c5445,teacher,1688589,married,40,t0
c4092,lawyer,644321,married,40,unknown
c4970,business,1765340,married,44,t2
c1426,teacher,841719,unmarried,34,t0
c4333,business,1929437,unmarried,30,t1
c4039,teacher,1009378,married,35,t3
c4336,engineer,1395655,unmarried,49,unknown
c3319,business,1454871,unmarried,37,t3
c5520,lawyer,1674300,unmarried,36,t0
c1168,lawyer,1473298,unmarried,31,unknown
c5031,teacher,1896571,married,44,unknown
c2016,engineer,1545725,married,38,t1
c2878,lawyer,1320708,married,48,t0
c4953,teacher,1897325,unmarried,39,t2
c3007,teacher,1426598,married,33,t2
c5947,doctor,1847008,unmarried,41,t2
c4021,business,1327080,unmarried,46,t1
c4500,business,1778644,unmarried,32,t3
c1101,teacher,2006964,married,45,t1
c2258,lawyer,641405,married,37,t0
c5775,teacher,1006066,unmarried,38,t2
c3391,lawyer,1174737,unmarried,33,unknown
c2192,teacher,1260361,unmarried,42,unknown
c5688,business,1268803,married,38,t3
c4429,teacher,1286964,unmarried,48,t3
c3640,doctor,882349,unmarried,45,unknown
c4879,doctor,1269677,married,42,t1
c5929,teacher,734352,married,41,t0
c5241,business,1131435,married,41,unknown
c1117,lawyer,918651,unmarried,41,unknown
c4554,lawyer,1207137,married,35,unknown
c5473,engineer,1675125,unmarried,43,unknown
c5685,engineer,1017654,unmarried,37,t0
c3374,teacher,1078011,unmarried,36,unknown
c1291,doctor,1156200,married,45,t0
c3959,business,943985,unmarried,47,t2
c1683,engineer,672901,married,33,t2
c3334,teacher,1226089,married,34,t3
c3706,doctor,1871766,married,38,t1
c4809,lawyer,670896,married,46,t3
c1207,business,1499381,married,30,t2
c3159,business,798614,unmarried,37,t1
c3681,doctor,1724465,married,48,unknown
c1827,engineer,1178531,unmarried,46,t3
c5051,engineer,1718245,married,35,t0
c2968,engineer,1148763,unmarried,45,t2
c2707,doctor,1790090,married,50,t1
c1956,lawyer,762398,unmarried,44,t1
c2814,engineer,811711,unmarried,31,unknown
c4657,business,1644864,married,37,t2
c1013,business,1909671,unmarried,47,t1
c1934,lawyer,2005629,married,48,t2
c1903,teacher,1421789,unmarried,41,unknown
c3360,doctor,1603024,unmarried,44,t0
c1677,doctor,1332077,unmarried,47,t2
c5292,business,1258165,unmarried,42,t0
c2835,lawyer,937392,married,34,t0
c5725,teacher,1222395,married,46,unknown
c5477,business,1978607,married,36,t0
c2525,doctor,1140122,unmarried,38,t3
c5482,engineer,1039611,unmarried,46,t0
c4479,engineer,1805917,married,35,t0
c5799,doctor,1022997,married,34,t1
c1077,doctor,892071,unmarried,45,t2
c4209,engineer,1006676,unmarried,43,t0
c5599,teacher,707968,unmarried,46,unknown
c2351,doctor,1919978,married,49,unknown
c1162,teacher,846165,unmarried,41,t0
c3490,doctor,1278063,unmarried,41,t0
c5142,teacher,1225901,unmarried,32,t1
c5806,business,1144166,unmarried,37,t3
c3156,lawyer,1551829,married,41,t2
c5279,business,955011,unmarried,35,t1
c2774,lawyer,1260922,unmarried,36,t2
c1355,engineer,718908,married,31,t1
c3228,lawyer,1476148,married,30,unknown
c5848,teacher,1455957,unmarried,37,t1
c4621,teacher,892703,married,48,t1
c5118,teacher,1929131,unmarried,34,t3
c5420,teacher,1703669,married,36,t3
c5159,lawyer,731531,unmarried,34,unknown
c1707,doctor,1439547,married,35,unknown
c3233,teacher,1976048,married,32,t0
c2623,teacher,746366,married,43,t0
c2831,doctor,1099902,unmarried,30,t1
c1518,business,1787233,unmarried,39,t0
c1808,lawyer,1581190,unmarried,48,t1
c5057,teacher,1244882,unmarried,47,t2
c3836,business,1869209,married,39,t0
c2317,teacher,1605717,unmarried,47,unknown
c3730,doctor,2008144,unmarried,36,t2
c2080,doctor,938927,unmarried,49,t0
c1202,doctor,1363215,unmarried,47,t3
c1685,engineer,1637600,married,49,t0
c1619,doctor,1781038,married,35,t3
c5793,lawyer,922889,married,35,t3
c2596,lawyer,1715720,unmarried,48,t0
c2954,lawyer,806783,married,31,t1
c2852,teacher,1368301,unmarried,36,t0
c4820,engineer,810847,unmarried,47,t3
c2908,doctor,1558637,married,36,t1
c4949,engineer,1886951,married,33,t0
c4180,doctor,1507598,married,42,t0
c4004,doctor,741769,unmarried,31,t3
c4128,engineer,1349531,married,43,t3
c5063,lawyer,1510328,unmarried,40,unknown
c4286,engineer,1959869,married,37,t0
c4331,lawyer,1059961,married,49,t0
c4883,lawyer,910513,married,41,t0
c1905,teacher,722526,unmarried,49,t0
c2853,doctor,953054,unmarried,34,t1
c3071,teacher,999325,unmarried,38,t1
c5872,lawyer,1971804,married,34,t0
c1883,teacher,1579710,unmarried,39,t2
c5510,teacher,1174639,married,32,t3
c2322,doctor,943728,married,46,unknown
c1498,teacher,1643089,unmarried,42,unknown
c5737,engineer,1915293,unmarried,44,unknown
c2695,doctor,1115463,unmarried,33,unknown
c1342,teacher,748055,unmarried,45,unknown
c2706,engineer,1321080,married,41,t3
c1541,lawyer,628246,married,30,t1
c3033,doctor,1342593,unmarried,35,t1
c5734,business,1780826,married,43,unknown
c4855,business,1603214,unmarried,38,t0
c2120,lawyer,1126797,married,47,unknown
c2421,lawyer,1660281,married,42,t3
c1623,engineer,1418228,unmarried,48,t0
c4260,business,1504358,unmarried,36,t2
c4645,teacher,1172005,unmarried,43,t3
c2218,teacher,1892996,married,43,t3
c1192,doctor,1937795,married,30,t1
c5782,engineer,1590452,unmarried,38,unknown
c2692,teacher,1613714,unmarried,37,t3
c5070,doctor,1277525,unmarried,45,t2
c3287,teacher,1346533,married,39,t3
c1316,engineer,1466505,married,39,t0
c3663,lawyer,713903,married,38,t0
c5690,teacher,1511186,unmarried,39,t3
c4114,lawyer,739072,married,32,t0
c5276,business,768253,married,33,unknown
c3335,doctor,875170,married,40,t1
c3466,engineer,1609951,married,30,t2
c1250,teacher,1075354,married,42,t1
c1561,engineer,1859429,unmarried,45,unknown
c5262,engineer,1631928,married,32,unknown
c5547,engineer,1134174,unmarried,32,t2
c3068,doctor,1893275,married,41,t2
c1917,business,1135370,unmarried,36,unknown
c4030,teacher,1542738,unmarried,36,t2
c4334,teacher,1847548,unmarried,39,t1
c2889,teacher,1349980,married,33,t0
c4536,lawyer,679025,unmarried,39,t0
c1429,teacher,1946197,married,37,t1
c3775,doctor,1396347,married,37,t1
c3751,doctor,871442,unmarried,38,t1
c5514,engineer,797600,unmarried,35,t3
c1107,engineer,1587046,married,43,unknown
c3940,teacher,995724,married,49,t0
c5691,business,1918128,unmarried,46,t1
c4005,teacher,1608313,married,49,unknown
c3571,engineer,1410574,unmarried,47,t0
c2122,doctor,1347758,married,47,t0
c5595,doctor,910960,married,35,t3
c3860,lawyer,1692023,unmarried,50,t3
c1166,teacher,1529409,unmarried,44,t0
c4303,lawyer,1879429,unmarried,32,unknown
c4952,lawyer,1504544,unmarried,35,t3
c2897,engineer,1689182,married,37,t3
c1794,lawyer,935373,unmarried,32,unknown
c1113,doctor,1746030,married,39,t2
c5310,doctor,1927433,married,42,t0
c5553,business,992230,unmarried,48,t0
c3785,teacher,1084872,married,32,unknown
c1873,lawyer,1815615,unmarried,35,unknown
c3547,engineer,876456,unmarried,36,t1
c1224,business,879855,unmarried,34,t1
c3967,lawyer,838145,married,48,unknown
c5864,teacher,1534126,married,47,t0
c4705,teacher,1038875,unmarried,40,unknown
c1798,teacher,1481281,married,37,t3
c3428,teacher,1643118,married,48,t2
c2143,engineer,1775759,unmarried,33,t2
c3734,engineer,1571811,married,32,unknown
c4387,lawyer,705664,unmarried,40,t0
c3307,lawyer,1686987,unmarried,48,t2
c1583,business,1788464,married,35,t0
c1912,lawyer,1952661,married,34,t1
c4946,business,1667157,unmarried,31,t3
c5298,engineer,1514107,married,44,t0
c4760,business,1268152,unmarried,45,unknown
c3021,engineer,1639863,unmarried,48,t0
c2832,doctor,952404,married,37,t3
c3773,teacher,1322988,unmarried,41,t0
c5166,lawyer,1303296,married,36,unknown
c1748,teacher,1885082,married,31,t2
c1766,teacher,1017744,unmarried,49,unknown
c2429,lawyer,1348923,unmarried,32,t1
c2713,engineer,1381427,unmarried,42,t3
c2237,engineer,1274254,unmarried,47,t1
c3482,doctor,1397414,unmarried,36,t2
c4347,doctor,1222088,married,41,t2
c4937,business,1982926,unmarried,34,t2
c3768,business,970697,unmarried,37,t0
c2824,business,1252669,unmarried,39,t2
c1332,business,1702690,married,36,t2
c4818,lawyer,1977464,unmarried,46,t2
c5215,business,1597878,married,44,unknown
c2017,teacher,1650757,unmarried,38,t2
c4436,business,1829270,married,49,t1
c5920,lawyer,1058571,married,41,t2
c1262,doctor,898837,married,40,t0
c3498,teacher,1459740,married,33,t3
c4446,teacher,922644,unmarried,45,unknown
c4329,business,1980978,unmarried,48,t3
c4583,engineer,1971509,married,36,t3
c4561,doctor,1832159,married,44,unknown
c3030,teacher,1409944,unmarried,41,t2
c1967,teacher,1614879,married,36,t2
c1538,engineer,998298,married,45,t3
c4069,teacher,1470016,unmarried,41,unknown
c3674,engineer,1183795,married,40,t1
c4459,lawyer,969486,unmarried,49,t1
c5729,teacher,1640594,married,40,t0
c4274,engineer,1951001,unmarried,49,t1
c2233,teacher,864302,unmarried,31,t1
c4555,teacher,1146671,married,48,t2
c4934,business,755991,married,34,t3
c3948,teacher,1338334,unmarried,46,t3
c4933,doctor,1154253,married,40,t0
c3283,business,1314727,married,39,t1
c1594,business,1039809,married,46,t1
c2762,teacher,1332236,unmarried,43,t0
c5079,doctor,2010143,unmarried,48,t2
c5272,lawyer,1409765,married,37,t0
c3884,lawyer,1707794,unmarried,35,t0
c1442,teacher,725885,unmarried,36,t2
c1765,doctor,1975790,married,39,t0
c4710,engineer,1600683,married,33,t0
c1007,business,1751000,unmarried,45,t3
c4589,engineer,1177330,unmarried,42,t0
c1689,business,1926494,married,49,t0
c2456,lawyer,1089419,married,36,unknown
c3481,teacher,1201666,married,34,unknown
c5548,engineer,840103,unmarried,50,t1
c3942,business,1441107,unmarried,37,t0
c1755,doctor,1347797,married,30,t3
c4215,teacher,1750229,unmarried,49,unknown
c5108,doctor,743157,married,49,t3
c1721,engineer,1501939,married,40,t1
c4873,business,1730340,unmarried,47,t2
c5297,engineer,1161040,unmarried,46,t3
c2323,engineer,1404740,married,39,t3
c3909,lawyer,1898531,unmarried,40,unknown
c4073,lawyer,1050554,unmarried,34,t1
c4816,engineer,1112300,unmarried,46,unknown
c4203,doctor,1940617,unmarried,49,t2
c1057,lawyer,908357,married,44,t2
c3074,lawyer,1680194,unmarried,41,t0
c4588,engineer,652578,married,31,t3
c2781,teacher,1183899,unmarried,49,unknown
c5894,teacher,1431386,unmarried,48,unknown
c3278,engineer,1735910,unmarried,39,t3
c3137,doctor,1726679,married,35,t0
c5561,doctor,1707261,unmarried,48,t0
c2339,lawyer,1724560,unmarried,43,t2
c4411,business,1611050,married,33,t2
c3934,teacher,1812704,unmarried,35,t2
c1852,business,1682127,unmarried,38,unknown
c1782,teacher,1575387,unmarried,43,unknown
c3838,engineer,1487546,unmarried,43,t0
c2210,teacher,1843628,unmarried,36,t2
c3388,teacher,814245,unmarried,42,unknown
c2925,teacher,1192892,unmarried,46,t3
c2196,business,1500660,unmarried,46,t0
c5007,engineer,1555884,married,32,t3
c2758,engineer,1556753,married,45,t3
c5746,engineer,1417879,unmarried,37,unknown
c5529,business,1053851,married,42,t2
c2688,business,1359444,married,33,t0
c3356,lawyer,1181893,unmarried,41,unknown
c4198,lawyer,997945,married,44,t3
c2177,engineer,1483901,married,42,t3
c2929,engineer,1870796,married,36,t0
c5148,doctor,1335198,unmarried,34,t3
c3478,lawyer,1079428,unmarried,46,t0
c3845,business,1697390,married,49,t0
c4678,business,1207106,unmarried,41,t0
c5465,engineer,762271,unmarried,40,t0
c4971,business,707034,unmarried,39,t1
c2106,teacher,1056659,unmarried,49,unknown
c1809,doctor,644212,unmarried,45,t1
c5693,teacher,841068,married,49,unknown
c3443,lawyer,1419793,married,46,t3
c2730,teacher,1917210,married,47,unknown
c5164,lawyer,1043844,unmarried,35,t3
c4234,business,1496734,unmarried,50,t2
c3438,lawyer,1208782,unmarried,36,t0
c1531,business,1892685,married,49,t3
c4966,engineer,761423,married,32,unknown
c4984,teacher,1089598,married,47,t3
c1560,business,1284202,unmarried,42,t2
c3841,doctor,773670,married,41,t3
c1284,engineer,2008065,married,39,t0
c5284,doctor,1147876,married,30,unknown
c1517,business,926356,married,41,t1
c1330,lawyer,928872,married,46,t1
c5573,teacher,1450724,unmarried,50,unknown
c5101,doctor,1609993,married,36,t2
c3723,engineer,1388039,married,33,t1
c5448,engineer,1589614,unmarried,31,t1
c1627,business,766660,married,37,t3
c5867,teacher,1635681,married,43,t2
c1310,teacher,1881250,married,41,t2
c3187,lawyer,719635,married,37,t0
c2159,doctor,917905,unmarried,41,t2
c5488,engineer,1405153,unmarried,35,t1
c4728,teacher,982976,married,33,t1
c5975,lawyer,1624574,married,46,t2
c2186,business,1759595,unmarried,43,unknown
c5050,business,687044,unmarried,44,t0
c1051,engineer,1899327,married,43,t0
c3994,teacher,1445990,unmarried,42,t0
c3029,engineer,1593063,married,44,t0
c3711,engineer,1415006,married,48,t0
c5509,doctor,1887737,married,37,unknown
c5120,lawyer,866267,married,47,t2
c5476,business,1086360,unmarried,32,t0
c5188,doctor,970393,married,46,t3
c2075,doctor,1155481,unmarried,47,t1
c3267,doctor,1679002,married,34,t2
c3081,doctor,1879949,unmarried,38,unknown
c2094,engineer,843279,married,32,t1
c1931,teacher,1017065,married,40,t3
c4423,doctor,803549,married,40,t0
c4978,business,953682,married,42,unknown
c1722,engineer,1426422,unmarried,44,t3
c2243,doctor,1424036,married,38,t3
c2624,lawyer,1644950,unmarried,36,unknown
c4044,business,1606938,unmarried,36,unknown
c4661,lawyer,1414768,unmarried,30,t3
c4521,lawyer,1531376,unmarried,33,t3
c5820,lawyer,1836848,unmarried,44,t2
c5535,doctor,1502867,unmarried,39,t3
c2683,lawyer,767135,married,33,t0
c4269,doctor,1710016,unmarried,31,t1
c1678,lawyer,1380776,married,49,unknown
c2079,teacher,938423,married,40,t2
c4973,engineer,1901845,married,47,t1
c5609,engineer,1078321,unmarried,40,t2
c5380,engineer,636237,married,32,t1
c2358,teacher,847198,unmarried,31,t2
c3804,teacher,746682,married,48,t1
c4181,engineer,876919,married,33,unknown
c2739,doctor,1741989,unmarried,35,t0
c5537,lawyer,1772992,unmarried,49,unknown
c1986,business,653551,married,38,t2
c4088,doctor,1692765,married,45,unknown
c3322,doctor,906536,unmarried,30,t3
c2020,engineer,708469,unmarried,42,unknown
c4255,engineer,1332498,unmarried,31,t2
c3034,doctor,1868397,unmarried,45,t3
c3778,lawyer,1918087,married,31,t3
c1413,lawyer,1842482,unmarried,42,t2
c4916,teacher,1800119,married,34,t0
c4413,lawyer,1223975,unmarried,36,t1
c4872,business,756834,unmarried,35,t0
c1276,teacher,1251265,unmarried,41,t1
c2163,lawyer,1340014,married,42,t3
c2099,engineer,936031,married,46,unknown
c5840,business,1663989,unmarried,37,t2
c1784,lawyer,1725087,married,45,t2
c3518,doctor,1301603,unmarried,43,t0
c2278,engineer,1414407,unmarried,41,t0
c4372,lawyer,1646927,married,37,t3
c1879,doctor,1457896,unmarried,34,t2
c4168,lawyer,1912054,married,41,t1
c4076,business,1177604,married,41,t0
c3560,doctor,1694810,unmarried,46,t0
c3269,doctor,1861392,unmarried,45,t0
c1914,engineer,855119,married,42,t2
c5246,engineer,912401,married,32,t1
c4083,engineer,1259431,married,40,t3
c3668,engineer,1120204,unmarried,30,t0
c1935,lawyer,1748906,married,42,t1
c4929,doctor,956389,unmarried,39,t1
c2129,doctor,665129,unmarried,41,t1
c4385,lawyer,1856973,unmarried,48,t2
c1829,doctor,1874331,married,34,t2
c2249,business,1881495,unmarried,47,t2
c1418,engineer,1618708,married,49,t1
c1181,lawyer,1093167,married,38,t2
c5645,doctor,1001327,unmarried,48,t0
c2057,engineer,1160405,unmarried,49,t2
c4658,lawyer,1041468,unmarried,47,t0
c2024,engineer,1641103,unmarried,32,t3
c3645,engineer,1121426,married,37,t3
c1820,business,1320954,married,41,t0
c3119,lawyer,1480036,married,32,t1
c3497,business,1809102,married,33,t2
c3999,engineer,1637911,married,46,unknown
c3671,engineer,1818719,unmarried,35,t1
c3765,business,804933,married,34,t2
c1781,doctor,948339,married,35,t3
c5598,business,1433173,married,44,unknown
c3771,teacher,1288806,unmarried,46,t0
c1473,doctor,1715035,married,40,t0
c4438,lawyer,617820,unmarried,43,t2
c5651,engineer,702865,married,49,t1
c4492,lawyer,1794698,unmarried,41,t1
c4061,doctor,1847502,unmarried,37,t0
c4932,business,1730572,unmarried,35,unknown
c5162,teacher,1141829,married,31,t1
c3324,doctor,1830725,unmarried,46,unknown
c2886,business,1722766,unmarried,37,unknown
c2566,business,1360074,married,33,t1
c5550,business,1941158,unmarried,40,t2
c4524,teacher,955998,married,40,unknown
c2133,teacher,924521,unmarried,40,unknown
c3584,lawyer,1752556,unmarried,37,t2
c2074,business,1225505,unmarried,30,t3
c5738,lawyer,1414938,unmarried,34,unknown
c4814,teacher,1032391,married,42,t0
c5323,lawyer,1205286,unmarried,36,t3
c2124,doctor,1864635,married,39,t1
c3558,teacher,1064045,unmarried,31,unknown
c5885,engineer,1964633,unmarried,41,t2
c3865,engineer,677332,married,30,t1
c5171,lawyer,1353996,married,36,unknown
c2597,lawyer,703782,unmarried,39,t0
c3516,teacher,1660138,married,40,t2
c5165,engineer,1269326,married,38,t3
c4424,business,1297228,unmarried,39,unknown
c5903,engineer,2001192,unmarried,50,t1
c4249,engineer,1340121,unmarried,49,t3
c5659,doctor,686279,married,31,t3
c1519,business,1660363,married,34,t3
c1226,engineer,1401137,unmarried,41,t0
c2231,lawyer,703523,married,30,t1
c1785,engineer,1941917,married,39,t3
c2580,business,1350018,unmarried,40,t2
c5710,business,1636712,married,42,t3
c5462,lawyer,800452,unmarried,44,t2
c3605,lawyer,1652783,married,34,t1
c5559,doctor,1018794,unmarried,30,unknown
c1471,business,619084,married,34,t0
c3669,engineer,974630,unmarried,47,t2
c1048,engineer,1928239,married,45,t3
c3526,business,710802,unmarried,42,t1
c1786,engineer,1339969,married,40,unknown
c4669,teacher,1711019,unmarried,35,t3
c1615,engineer,1771863,married,35,t3
c3875,teacher,985537,unmarried,48,t3
c2555,engineer,1563938,unmarried,47,t1
c4206,engineer,1693731,unmarried,33,t3
c5242,lawyer,1617917,married,41,t3
c3871,doctor,1409731,unmarried,34,t2
c3957,doctor,1688571,unmarried,40,t3
c4654,lawyer,1547994,unmarried,44,t3
c5302,lawyer,753131,married,43,t3
c1140,engineer,1374774,married,45,unknown
c5554,business,652300,married,33,t0
c3657,doctor,1173143,married,38,t3
c5838,business,1874982,unmarried,49,unknown
c4965,doctor,1789893,unmarried,40,t3
c5779,engineer,1928654,married,46,t1
c3512,doctor,1797672,unmarried,42,unknown
c1285,doctor,1431606,unmarried,43,unknown
c4204,teacher,901412,married,36,t2
c2014,teacher,1170715,unmarried,44,t3
c4925,lawyer,1358746,unmarried,43,t2
c4681,business,1359896,unmarried,49,t0
c5461,business,1166599,married,44,t1
c2067,teacher,707517,unmarried,31,t1
c5095,business,1153737,married,30,t3
c5273,teacher,776586,married,31,t2
c1611,teacher,2003284,married,39,t3
c5049,engineer,897836,married,30,t3
c5497,teacher,1606905,married,32,t3
c1381,doctor,1815807,unmarried,37,t3
c3446,doctor,1487509,unmarried,49,unknown
c2118,doctor,1846386,married,40,t3
c2641,lawyer,1435341,married,36,unknown
c3612,engineer,1424105,married,46,t2
c2582,lawyer,1487476,unmarried,47,t0
c3917,lawyer,1620910,married,39,t3
c5086,doctor,1168515,unmarried,48,t2
c5266,lawyer,1923841,unmarried,34,t1
c1389,engineer,1747522,unmarried,39,t1
c5939,lawyer,1327871,married,40,t0
c3740,teacher,1358783,married,39,unknown
c2441,lawyer,1780172,married,35,t0
c3330,teacher,1561296,unmarried,36,t0
c3946,business,841765,married,43,t0
c4441,doctor,1557532,unmarried,49,t0
c1944,lawyer,1343296,unmarried,45,t3
c2295,doctor,1933212,married,45,t2
c2103,doctor,1943791,unmarried,40,t1
c5394,business,1256982,unmarried,30,t1
c4803,doctor,1786950,unmarried,40,t3
c1343,business,1043325,married,44,t1
c1467,teacher,674680,married,30,unknown
c5114,engineer,1058713,unmarried,45,t3
c1439,lawyer,838331,married,40,t3
c2860,lawyer,916400,married,40,t3
c1662,engineer,1134127,married,42,t3
c5205,business,937326,married,39,t0
c1178,doctor,1456010,unmarried,37,t2
c1922,lawyer,1785900,married,32,t2
c2206,lawyer,1891568,unmarried,49,t1
c2178,business,1815483,unmarried,34,unknown
c2858,engineer,1567258,married,39,t1
c2941,doctor,1325619,married,44,t0
c2356,teacher,749984,unmarried,34,t1
c5468,lawyer,628616,unmarried,44,t0
c4853,lawyer,817302,married,43,unknown
c4448,lawyer,1406148,married,43,t1
c1500,teacher,753068,married,44,t0
c1157,lawyer,1110522,married,33,unknown
c4363,business,897953,unmarried,36,t0
c3130,doctor,690154,married,39,t3
c4655,lawyer,1526469,married,37,t1
c1806,engineer,803120,married,34,t3
c4594,lawyer,1882661,unmarried,40,unknown
c2045,engineer,1224675,unmarried,32,t1
c5727,engineer,965687,married,46,unknown
c5896,business,914268,unmarried,34,t3
c1682,business,1888679,married,48,t1
c3273,business,1349191,married,35,unknown
c5301,business,1524605,unmarried,36,t1
c1750,business,1883091,married,36,unknown
c2711,lawyer,1629428,married,37,t3
c5464,teacher,1803583,married,40,t1
c5719,doctor,1356686,married,37,t3
c1850,business,1906279,married,40,t0
c2800,business,1971641,married,44,unknown
c3245,teacher,1258540,married,50,unknown
c3194,teacher,1629401,married,40,unknown
c4992,lawyer,1100365,unmarried,37,t2
c5077,doctor,1022752,unmarried,46,t3
c5786,engineer,1385278,married,37,t0
c5329,lawyer,1822667,married,43,t3
c3235,lawyer,1467758,married,41,t0
c2622,lawyer,1829600,married,34,t0
c1556,business,1345169,unmarried,30,t0
c4977,lawyer,976229,married,33,t2
c4794,teacher,1605171,unmarried,40,unknown
c3832,teacher,1456545,married,34,t3
c5453,doctor,1881314,married,46,unknown
c5661,teacher,1737548,married,45,t2
c1368,business,717348,unmarried,47,t3
c4749,lawyer,1456078,unmarried,45,t2
c2038,lawyer,1796616,unmarried,33,t0
c1778,teacher,1169353,married,49,t0
c3275,engineer,1258554,unmarried,49,t0
c1068,lawyer,1379557,married,31,unknown
c5856,doctor,1645605,married,47,t1
c1104,business,1522639,married,44,t3
c3061,engineer,1795275,married,34,t1
c1106,lawyer,1572261,unmarried,47,t3
c3523,business,1709417,unmarried,41,t2
c5780,teacher,1487604,married,38,t2
c1772,doctor,1618410,unmarried,33,t0
c3592,lawyer,750781,married,32,unknown
c2329,teacher,642089,unmarried,42,t3
c2472,business,1815907,married,47,t1
c4345,business,709955,unmarried,49,t3
c1026,engineer,1078491,unmarried,42,t2
c1644,lawyer,708548,married,31,t1
c2893,business,1605315,unmarried,34,t2
c2265,engineer,726577,unmarried,31,t1
c2156,engineer,699523,unmarried,43,t2
c2204,lawyer,1771964,unmarried,50,t3
c3475,teacher,634055,unmarried,35,t0
c1833,doctor,1348195,married,44,t2
c4458,engineer,702801,married,32,t0
c5277,engineer,1692759,married,40,unknown
c5034,teacher,1316933,unmarried,38,unknown
c3396,engineer,1565968,married,33,t2
c3382,doctor,1139988,unmarried,45,t3
c1648,engineer,1079415,unmarried,39,t0
c4313,lawyer,1960312,unmarried,34,t1
c3517,doctor,1542334,married,33,t3
c2523,business,860402,unmarried,36,t0
c4789,lawyer,1899673,married,43,t3
c3979,business,1414970,married,40,t0
c4244,business,1743077,unmarried,40,t2
c1547,engineer,1706583,unmarried,36,t3
c3140,lawyer,646892,unmarried,45,t2
c2533,engineer,1696381,unmarried,38,unknown
c1225,business,1741179,married,32,t1
c1999,doctor,1731890,unmarried,49,t0
c2151,lawyer,1064202,married,38,t2
c5866,engineer,1953158,married,33,t0
c4783,engineer,1518275,married,49,t3
c3403,engineer,641094,unmarried,45,unknown
c5397,lawyer,1803473,married,33,t1
c1812,teacher,956608,married,39,t2
c3047,engineer,1631058,married,43,unknown
c1950,doctor,1213869,married,46,t3
c4353,business,1776856,married,30,t3
c2643,engineer,1182579,unmarried,30,unknown
c1302,engineer,1125770,unmarried,47,unknown
c5240,engineer,674402,unmarried,32,t0
c2542,lawyer,1863739,unmarried,42,unknown
c2004,teacher,1872692,married,34,t0
c5373,engineer,1720499,unmarried,48,unknown
c3004,doctor,1666455,unmarried,37,t1
c4297,engineer,740939,unmarried,45,t0
c3570,teacher,1667886,married,42,t0
c3048,teacher,1577736,married,49,t3
c1287,teacher,1548117,married,40,t0
c4106,lawyer,866712,unmarried,47,t3
c4714,doctor,929675,unmarried,36,t0
c5900,doctor,1284139,unmarried,41,t0
c3569,lawyer,940042,unmarried,49,t0
c3808,teacher,688904,unmarried,30,t1
c2721,lawyer,1159251,unmarried,33,t1
c5948,teacher,1978810,unmarried,43,t1
c3864,engineer,1215924,unmarried,37,t2
c4235,teacher,1464585,married,42,t2
c5496,engineer,1714159,unmarried,47,t2
c5914,doctor,1994180,married,36,unknown
c1762,teacher,1260631,unmarried,35,t2
c4927,doctor,889543,married,39,unknown
c3344,business,1614325,unmarried,47,t1
c2250,teacher,921426,unmarried,30,t0
c5815,business,1933345,married,31,t1
c1241,lawyer,1347178,unmarried,33,t1
c5299,business,1354614,unmarried,31,t2
c3700,business,1469404,unmarried,49,t2
c4037,doctor,1463451,unmarried,32,t2
c1081,teacher,1934470,unmarried,38,t3
c3299,engineer,1030628,married,39,unknown
c3800,business,1680443,married,32,t0
c2971,engineer,1652509,unmarried,41,t2
c4834,doctor,1072081,married,33,t1
c1563,engineer,1697338,unmarried,43,unknown
c5712,engineer,1709874,married,40,t0
c5834,teacher,1834361,unmarried,36,t3
c2182,lawyer,922327,unmarried,31,unknown
c5749,doctor,1903062,married,47,t0
c1349,teacher,690993,unmarried,39,t2
c3001,engineer,794738,married,41,t3
c1709,business,909312,married,48,t3
c1901,lawyer,820160,unmarried,48,t0
c2757,lawyer,1292237,unmarried,46,t2
